392160759208,1
778471385421,1
771576195374,1
261419653682,1
525607018196,1
393302646878,1
529232894073,1
776116018154,1
778150493974,1
388577345715,1
266844353597,1
399918622106,1
779687392160,1
774956193032,1
263383583793,1
771270632318,1
397112564852,1
388284844132,1
385275330923,1
770757595468,1
525873016041,1
399798289527,1
261369112625,1
398990824047,1
775875990823,1
778626863756,1
525574227105,1
263264406252,1
394103998979,1
383896033012,1
381005875303,1
399476601334,1
778134042953,1
775439506031,1
523492268633,1
772355194995,1
771707533128,1
261835874813,1
262858175112,1
394547494625,1
527294327836,1
382305103496,1
773039452157,1
526449556352,1
381097336483,1
380541647462,1
399889179993,1
776206185947,1
522936365741,1
528358890574,1
525952797810,1
523251030551,1
265897118554,1
384971624807,1
520273075009,1
265611136401,1
269558971438,1
394183893711,1
524278171284,1
773174699655,1
261303549557,1
381862450739,1
398520075199,1
526621668725,1
380002153494,1
775455149772,1
384126804713,1
777477676525,1
522650642460,1
396832464440,1
775611697428,1
392514109880,1
773256445567,1
266202265084,1
380825928987,1
264581223183,1
383258678099,1
521752821629,1
394735052783,1
778270629791,1
771906997289,1
397319253169,1
399138474197,1
777313740043,1
392046245450,1
526662281382,1
385108486246,1
525827496980,1
524729338174,1
399549325199,1
385692995766,1
268503650163,1
520482557821,1
776779049962,1
392182474367,1
398759990294,1
381111940029,1
381602149499,1
522908044010,1
266194210345,1
524465085257,1
525935015944,1
520712093062,1
526475306523,1
388106333989,1
521170241048,1
389735762495,1
524704427842,1
771007521630,1
397117406109,1
777280627731,1
528385144643,1
396018351293,1
529898740483,1
391625396303,1
396487785016,1
778749361785,1
776382036469,1
527393657436,1
778116778587,1
266586901321,1
264089159774,1
399933655587,1
775341849767,1
395185337286,1
386774302601,1
776022020066,1
389368216855,1
269726367553,1
386831749621,1
264373443664,1
773357104298,1
263440106187,1
388403922967,1
779504012482,1
265714466006,1
771080193443,1
393473530694,1
774531552183,1
393210767362,1
524880210261,1
395225545506,1
392180043432,1
528075308196,1
269429989265,1
393691487959,1
386338110341,1
776774694765,1
390415434582,1
776157755939,1
773593129398,1
387366718756,1
386224903173,1
385079423817,1
397975259607,1
778691579971,1
262647317901,1
381397407040,1
522206085968,1
524149077578,1
525015525891,1
394181430709,1
266597130195,1
391969688246,1
772561129813,1
392595272826,1
260381026290,1
397695508191,1
528766081957,1
779874381116,1
268160504900,1
393663609077,1
396856585827,1
265085035298,1
266508262010,1
775430796291,1
524816254605,1
773603723420,1
779436543512,1
522006171222,1
523320960960,1
522835632296,1
392172180460,1
770664295754,1
